	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	roach	Noun	tr	nautical: curve in the aft edge of a sail	ita	allunamento	m
eng	roach	Noun	tr	''Rutilus rutilus''	ces	plotice	f
eng	roach	Noun	tr	''Rutilus rutilus''	cmn	拟鲤	tr=nǐlǐ	sc=Hani
eng	roach	Noun	tr	''Rutilus rutilus''	cmn	擬鯉	sc=Hani
eng	roach	Noun	tr	''Rutilus rutilus''	deu	Plötze	f
eng	roach	Noun	tr	''Rutilus rutilus''	deu	Rotauge	n
eng	roach	Noun	tr	''Rutilus rutilus''	est	särg
eng	roach	Noun	tr	''Rutilus rutilus''	fin	särki
eng	roach	Noun	tr	''Rutilus rutilus''	fra	gardon	m
eng	roach	Noun	tr	''Rutilus rutilus''	gle	róiste	m
eng	roach	Noun	tr	''Rutilus rutilus''	hbs	bodorka	f
eng	roach	Noun	tr	''Rutilus rutilus''	hun	bodorka
eng	roach	Noun	tr	''Rutilus rutilus''	jpn	ローチ	tr=rōchi	sc=Jpan
eng	roach	Noun	tr	''Rutilus rutilus''	ltz	Routa	n
eng	roach	Noun	tr	''Rutilus rutilus''	mkd	црвенопе́рка	f
eng	roach	Noun	tr	''Rutilus rutilus''	nno	mort	m
eng	roach	Noun	tr	''Rutilus rutilus''	nob	mort	m
eng	roach	Noun	tr	''Rutilus rutilus''	pol	płoć	f
eng	roach	Noun	tr	''Rutilus rutilus''	rus	плотва́	f
eng	roach	Noun	tr	''Rutilus rutilus''	spa	leucisco	m
eng	roach	Noun	tr	''Rutilus rutilus''	spa	rutilo
eng	roach	Noun	tr	''Rutilus rutilus''	swe	mört	c
eng	roach	Noun	tr	''Rutilus rutilus''	tat	чабак
eng	roach	Noun	tr	''Rutilus rutilus''	ukr	плі́тка	f
eng	roach	Noun	tr	''Rutilus rutilus''	ukr	пліть	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	fra	cul de joint	m
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	fra	cul	m
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	mkd	фас	m
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	bacha	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	calilla	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	calillón	m
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	changa	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	chicharra	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	chusta	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	cola	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	pata	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	pava	f
eng	roach	Noun	tr	slang: butt of a marijuana cigarette	spa	punta	f
