	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	e-banking	Noun	tr	banking carried out electronically	cmn	电子银行	tr=diànzǐ yínháng
eng	e-banking	Noun	tr	banking carried out electronically	cmn	電子銀行
eng	e-banking	Noun	tr	banking carried out electronically	deu	Internetbanking	n
eng	e-banking	Noun	tr	banking carried out electronically	fin	sähköinen pankkiasiointi
eng	e-banking	Noun	tr	banking carried out electronically	fra	homebanking	m
eng	e-banking	Noun	tr	banking carried out electronically	mkd	е-банкарство	n
eng	e-banking	Noun	tr	banking carried out electronically	mkd	електронско банкарство	n
eng	e-banking	Noun	tr	banking carried out electronically	ron	banking electronic	n
eng	e-banking	Noun	tr	banking carried out electronically	ron	banking pe Internet	n
eng	e-banking	Noun	tr	banking carried out electronically	ron	creditare electronică	f
eng	e-banking	Noun	tr	banking carried out electronically	ron	creditare on-line	f
eng	e-banking	Noun	tr	banking carried out electronically	tur	e-bankacılık
eng	e-bike	Noun	tr	bicycle powered by an electric motor	cmn	电动自行车	tr=diàndòng zìxíngchē
eng	e-bike	Noun	tr	bicycle powered by an electric motor	cmn	电瓶车	tr=diànpíngchē
eng	e-bike	Noun	tr	bicycle powered by an electric motor	cmn	電動自行車
eng	e-bike	Noun	tr	bicycle powered by an electric motor	cmn	電瓶車
eng	e-bike	Noun	tr	bicycle powered by an electric motor	deu	E-Bike	n
eng	e-bike	Noun	tr	bicycle powered by an electric motor	deu	Elektrofahrrad	n
eng	e-bike	Noun	tr	bicycle powered by an electric motor	fin	sähköpyörä
eng	e-bike	Noun	tr	bicycle powered by an electric motor	fra	vélo à assistance électrique	m
eng	e-bike	Noun	tr	bicycle powered by an electric motor	jpn	電動アシスト自転車	tr=dendō ashisuto jitensha
eng	e-bike	Noun	tr	bicycle powered by an electric motor	nld	e-bike	m
eng	e-bike	Noun	tr	bicycle powered by an electric motor	nld	elektrische fiets	f
eng	e-bike	Noun	tr	bicycle powered by an electric motor	pol	e-rower	m
eng	e-bike	Noun	tr	bicycle powered by an electric motor	pol	rower elektryczny	m
eng	e-bike	Noun	tr	bicycle powered by an electric motor	por	bicicleta elétrica	f
eng	e-bike	Noun	tr	bicycle powered by an electric motor	swe	elcykel	c
eng	e-bike	Noun	tr	bicycle powered by an electric motor	ukr	електровелосипед	m
eng	e-bike	Noun	tr	bicycle powered by an electric motor	ukr	пауербайк	m
eng	e-book	Noun	tr	electronic book	ara	إِيبُوك	m	tr=ʾibūk
eng	e-book	Noun	tr	electronic book	ara	كِتَاب إِلِكْتْرُونِيّ	m	tr=kitāb ʾiliktrōniyy
eng	e-book	Noun	tr	electronic book	aze	Rəqəmsəl Kitab
eng	e-book	Noun	tr	electronic book	ben	ই-বই
eng	e-book	Noun	tr	electronic book	bul	е-кни́га	f
eng	e-book	Noun	tr	electronic book	ces	Ebook	m
eng	e-book	Noun	tr	electronic book	ces	elektronická kniha	f
eng	e-book	Noun	tr	electronic book	cmn	电子书	tr=diànzǐshū
eng	e-book	Noun	tr	electronic book	cmn	電子書
eng	e-book	Noun	tr	electronic book	cor	elyver	m
eng	e-book	Noun	tr	electronic book	cym	e-lyfr
eng	e-book	Noun	tr	electronic book	deu	Digitalbuch	n
eng	e-book	Noun	tr	electronic book	deu	E-Book	n
eng	e-book	Noun	tr	electronic book	deu	E-Buch	n
eng	e-book	Noun	tr	electronic book	deu	elektronisches Buch	n
eng	e-book	Noun	tr	electronic book	ell	ηλεκτρονικό βιβλίο	n
eng	e-book	Noun	tr	electronic book	est	e-raamat
eng	e-book	Noun	tr	electronic book	fas	کتاب الکترونیکی	tr=ketâb-e elektroniki
eng	e-book	Noun	tr	electronic book	fin	e-kirja
eng	e-book	Noun	tr	electronic book	fin	sähkökirja
eng	e-book	Noun	tr	electronic book	fra	livre électronique
eng	e-book	Noun	tr	electronic book	fra	livrel
eng	e-book	Noun	tr	electronic book	fra	livre numérique	m
eng	e-book	Noun	tr	electronic book	gla	leabhar-d	m
eng	e-book	Noun	tr	electronic book	gle	ríomhleabhar	m
eng	e-book	Noun	tr	electronic book	gle	r-leabhar	m
eng	e-book	Noun	tr	electronic book	gle	rleabhar	m
eng	e-book	Noun	tr	electronic book	hin	ई-पुस्तक	f
eng	e-book	Noun	tr	electronic book	ind	buku elektronik
eng	e-book	Noun	tr	electronic book	isl	rafbók
eng	e-book	Noun	tr	electronic book	ita	e-book	m
eng	e-book	Noun	tr	electronic book	ita	libro elettronico	m
eng	e-book	Noun	tr	electronic book	jpn	ｅブック	tr=ī-bukku
eng	e-book	Noun	tr	electronic book	jpn	イーブック	tr=ī-bukku
eng	e-book	Noun	tr	electronic book	jpn	電子書籍	tr=でんししょせき, denshi-shoseki
eng	e-book	Noun	tr	electronic book	jpn	電子本	tr=でんしほん, denshi-hon
eng	e-book	Noun	tr	electronic book	kat	ელექტრონული წიგნი
eng	e-book	Noun	tr	electronic book	kat	ელ-წიგნი
eng	e-book	Noun	tr	electronic book	kat	ელწიგნი
eng	e-book	Noun	tr	electronic book	kmr	e-pirtûk
eng	e-book	Noun	tr	electronic book	kor	이북
eng	e-book	Noun	tr	electronic book	kor	전자책(電子冊)
eng	e-book	Noun	tr	electronic book	mkd	е-кни́га	f
eng	e-book	Noun	tr	electronic book	mkd	електро́нска кни́га	f
eng	e-book	Noun	tr	electronic book	nld	boek	n
eng	e-book	Noun	tr	electronic book	nld	e-book
eng	e-book	Noun	tr	electronic book	pol	e-book	m
eng	e-book	Noun	tr	electronic book	pol	ebook	m
eng	e-book	Noun	tr	electronic book	pol	eBook	m
eng	e-book	Noun	tr	electronic book	pol	e-książka	f
eng	e-book	Noun	tr	electronic book	pol	książka elektroniczna	f
eng	e-book	Noun	tr	electronic book	por	e-book	m
eng	e-book	Noun	tr	electronic book	por	livro digital	m
eng	e-book	Noun	tr	electronic book	por	livro eletrónico	m
eng	e-book	Noun	tr	electronic book	por	livro eletrônico	m
eng	e-book	Noun	tr	electronic book	rus	ибу́к	m
eng	e-book	Noun	tr	electronic book	rus	э-кни́га	f
eng	e-book	Noun	tr	electronic book	rus	электрокни́га	f
eng	e-book	Noun	tr	electronic book	rus	электро́нная кни́га	f
eng	e-book	Noun	tr	electronic book	slv	e-knjiga	f
eng	e-book	Noun	tr	electronic book	spa	ebook	m
eng	e-book	Noun	tr	electronic book	swa	kitabu
eng	e-book	Noun	tr	electronic book	swe	e-bok	c
eng	e-book	Noun	tr	electronic book	tgl	dagisiking aklat
eng	e-book	Noun	tr	electronic book	tha	หนังสืออิเล็กทรอนิกส์	tr=năng-sĕu ì-lék-tror-nìk
eng	e-book	Noun	tr	electronic book	tur	e-kitap
eng	e-book	Noun	tr	electronic book	vie	sách điện tử
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	ara	تِجَارَة إِلِكْتْرُونِيَّة	f	tr=tijāra ʾiliktrōniyya
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	e商业	tr=e-shāngyè	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	e商务	tr=e-shāngwù	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	e商務	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	e商業	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	电商	tr=diànshāng
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	电子商务	tr=diànzǐ shāngwù	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	电子商贸	tr=diànzǐ shāngmào	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	電商
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	電子商務	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	cmn	電子商貿	sc=Hani
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	deu	elektronischer Handel	m
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	deu	Internethandel	m
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	deu	Online-Handel	m
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	fin	verkkokaupankäynti
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	fin	verkkokauppa
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	fra	commerce électronique	f
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	fra	vente en ligne	f
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	hun	e-kereskedelem
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	jpn	eコマース	tr=e-komāsu	sc=Jpan
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	jpn	イーコマース	tr=īkomāsu
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	jpn	電子商取引	tr=でんししょうとりひき, denshi-shō-torihiki
eng	e-commerce	Noun	tr	commercial activity conducted via the Internet	kat	ელექტრონული კომერცია
