	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	vyanjanabhakti	Noun	tr	epenthesis of a consonant	deu	Sprosskonsonant	m
eng	vyanjanabhakti	Noun	tr	epenthesis of a consonant	deu	Sproßkonsonant	m
eng	vyomanaut	Noun	tr	an Indian astronaut	cmn	太空人	tr=tàikōng rén
eng	vyomanaut	Noun	tr	an Indian astronaut	cmn	太空飛行員	tr=tàikōng fēixíngyuán
eng	vyomanaut	Noun	tr	an Indian astronaut	cmn	宇宙航行員	tr=yǔzhòu hángxíng yuán
eng	vyomanaut	Noun	tr	an Indian astronaut	cmn	宇航員	tr=yǔháng yuán
eng	vyomanaut	Noun	tr	an Indian astronaut	cmn	航天員	tr=hángtiān yuán
eng	vyomanaut	Noun	tr	an Indian astronaut	fra	vyomanaute
eng	vyomanaut	Noun	tr	an Indian astronaut	nan	太空人	tr=thài-khong-jîn
eng	vyomanaut	Noun	tr	an Indian astronaut	yue	太空人	tr=taai3 hung1 jan4
eng	vyshyvanka	Noun	tr	traditional Ukrainian and Belarusian clothing	bel	вышыва́нка	f
eng	vyshyvanka	Noun	tr	traditional Ukrainian and Belarusian clothing	deu	Wyschywanka	f
eng	vyshyvanka	Noun	tr	traditional Ukrainian and Belarusian clothing	pol	wyszywanka	f
eng	vyshyvanka	Noun	tr	traditional Ukrainian and Belarusian clothing	rus	вышива́нка	f
eng	vyshyvanka	Noun	tr	traditional Ukrainian and Belarusian clothing	ukr	вишива́нка	f
